Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,66124,2007,5,15,23.2,1,Y
IDCJAC0010,66124,2007,5,16,23,1,Y
IDCJAC0010,66124,2007,5,17,24.5,1,Y
IDCJAC0010,66124,2007,5,18,18.8,1,Y
IDCJAC0010,66124,2007,5,19,22,1,Y
IDCJAC0010,66124,2007,5,20,21.8,1,Y
IDCJAC0010,66124,2007,5,21,21.9,1,Y
IDCJAC0010,66124,2007,5,22,18.5,1,Y
IDCJAC0010,66124,2007,5,23,20,1,Y
IDCJAC0010,66124,2007,5,24,20.1,1,Y
IDCJAC0010,66124,2007,5,25,20.5,1,Y
IDCJAC0010,66124,2007,5,26,23.6,1,Y
IDCJAC0010,66124,2007,5,27,23.1,1,Y
IDCJAC0010,66124,2007,5,28,23.3,1,Y
IDCJAC0010,66124,2007,5,29,24.8,1,Y
IDCJAC0010,66124,2007,5,30,21.6,1,Y
IDCJAC0010,66124,2007,5,31,18.5,1,Y
IDCJAC0010,66124,2007,6,1,19.3,1,Y
IDCJAC0010,66124,2007,6,2,19.9,1,Y
IDCJAC0010,66124,2007,6,3,20.4,1,Y
IDCJAC0010,66124,2007,6,4,19.7,1,Y
IDCJAC0010,66124,2007,6,5,17.8,1,Y
IDCJAC0010,66124,2007,6,6,18.8,1,Y
IDCJAC0010,66124,2007,6,7,15,1,Y
IDCJAC0010,66124,2007,6,8,15.6,1,Y
IDCJAC0010,66124,2007,6,9,14.8,1,Y
IDCJAC0010,66124,2007,6,10,18.5,1,Y
IDCJAC0010,66124,2007,6,11,18.8,1,Y
IDCJAC0010,66124,2007,6,12,16.9,1,Y
IDCJAC0010,66124,2007,6,13,16.9,1,Y
IDCJAC0010,66124,2007,6,14,14.2,1,Y
IDCJAC0010,66124,2007,6,15,15.5,1,Y
IDCJAC0010,66124,2007,6,16,16.3,1,Y
IDCJAC0010,66124,2007,6,17,17.2,1,Y
IDCJAC0010,66124,2007,6,18,15.5,1,Y
IDCJAC0010,66124,2007,6,19,13.2,1,Y
IDCJAC0010,66124,2007,6,20,16.3,1,Y
IDCJAC0010,66124,2007,6,21,15.7,1,Y
IDCJAC0010,66124,2007,6,22,16,1,Y
IDCJAC0010,66124,2007,6,23,16.8,1,Y
IDCJAC0010,66124,2007,6,24,14.2,1,Y
IDCJAC0010,66124,2007,6,25,16.2,1,Y
IDCJAC0010,66124,2007,6,26,15.2,1,Y
IDCJAC0010,66124,2007,6,27,13.3,1,Y
IDCJAC0010,66124,2007,6,28,15.4,1,Y
IDCJAC0010,66124,2007,6,29,18.8,1,Y
IDCJAC0010,66124,2007,6,30,16.6,1,Y
IDCJAC0010,66124,2007,7,1,16.6,1,Y
IDCJAC0010,66124,2007,7,2,19.2,1,Y
IDCJAC0010,66124,2007,7,3,23.8,1,Y
IDCJAC0010,66124,2007,7,4,20.4,1,Y
IDCJAC0010,66124,2007,7,5,15.4,1,Y
IDCJAC0010,66124,2007,7,6,17.8,1,Y
IDCJAC0010,66124,2007,7,7,17.6,1,Y
IDCJAC0010,66124,2007,7,8,14.4,1,Y
IDCJAC0010,66124,2007,7,9,15,1,Y
IDCJAC0010,66124,2007,7,10,14.8,1,Y
IDCJAC0010,66124,2007,7,11,15.4,1,Y
IDCJAC0010,66124,2007,7,12,16.1,1,Y
IDCJAC0010,66124,2007,7,13,15.2,1,Y
IDCJAC0010,66124,2007,7,14,15.6,1,Y
IDCJAC0010,66124,2007,7,15,15.5,1,Y
IDCJAC0010,66124,2007,7,16,15.1,1,Y
IDCJAC0010,66124,2007,7,17,14.6,1,Y
IDCJAC0010,66124,2007,7,18,14.2,1,Y
IDCJAC0010,66124,2007,7,19,15.2,1,Y
IDCJAC0010,66124,2007,7,20,15.7,1,Y
IDCJAC0010,66124,2007,7,21,16.2,1,Y
IDCJAC0010,66124,2007,7,22,15.4,1,Y
IDCJAC0010,66124,2007,7,23,18,1,Y
IDCJAC0010,66124,2007,7,24,18.2,1,Y
IDCJAC0010,66124,2007,7,25,21.1,1,Y
IDCJAC0010,66124,2007,7,26,22.7,1,Y
IDCJAC0010,66124,2007,7,27,21.3,1,Y
IDCJAC0010,66124,2007,7,28,18.4,1,Y
IDCJAC0010,66124,2007,7,29,15,1,Y
IDCJAC0010,66124,2007,7,30,17,1,Y
IDCJAC0010,66124,2007,7,31,18.8,1,Y
IDCJAC0010,66124,2007,8,1,23.8,1,Y
IDCJAC0010,66124,2007,8,2,24.4,1,Y
IDCJAC0010,66124,2007,8,3,16.6,1,Y
IDCJAC0010,66124,2007,8,4,15.8,1,Y
IDCJAC0010,66124,2007,8,5,18.8,1,Y
IDCJAC0010,66124,2007,8,6,19.6,1,Y
IDCJAC0010,66124,2007,8,7,19.8,1,Y
IDCJAC0010,66124,2007,8,8,22.2,1,Y
IDCJAC0010,66124,2007,8,9,22.8,1,Y
IDCJAC0010,66124,2007,8,10,23.2,1,Y
IDCJAC0010,66124,2007,8,11,25.5,1,Y
IDCJAC0010,66124,2007,8,12,22.9,1,Y
IDCJAC0010,66124,2007,8,13,16.2,1,Y
IDCJAC0010,66124,2007,8,14,15.2,1,Y
IDCJAC0010,66124,2007,8,15,16.8,1,Y
IDCJAC0010,66124,2007,8,16,16.8,1,Y
IDCJAC0010,66124,2007,8,17,20.4,1,Y
IDCJAC0010,66124,2007,8,18,17.4,1,Y
IDCJAC0010,66124,2007,8,19,13.3,1,Y
IDCJAC0010,66124,2007,8,20,15.4,1,Y
IDCJAC0010,66124,2007,8,21,17.5,1,Y
IDCJAC0010,66124,2007,8,22,15,1,Y
IDCJAC0010,66124,2007,8,23,16,1,Y
IDCJAC0010,66124,2007,8,24,17.3,1,Y
IDCJAC0010,66124,2007,8,25,19.7,1,Y
IDCJAC0010,66124,2007,8,26,25.1,1,Y
IDCJAC0010,66124,2007,8,27,27.5,1,Y
IDCJAC0010,66124,2007,8,28,27.2,1,Y
IDCJAC0010,66124,2007,8,29,21,1,Y
IDCJAC0010,66124,2007,8,30,27.2,1,Y
IDCJAC0010,66124,2007,8,31,25.4,1,Y
IDCJAC0010,66124,2007,9,1,19.2,1,Y
IDCJAC0010,66124,2007,9,2,26.1,1,Y
IDCJAC0010,66124,2007,9,3,20.1,1,Y
IDCJAC0010,66124,2007,9,4,15.3,1,Y
IDCJAC0010,66124,2007,9,5,16.7,1,Y
IDCJAC0010,66124,2007,9,6,16.6,1,Y
IDCJAC0010,66124,2007,9,7,16.6,1,Y
IDCJAC0010,66124,2007,9,8,17.5,1,Y
IDCJAC0010,66124,2007,9,9,17.6,1,Y
IDCJAC0010,66124,2007,9,10,22.8,1,Y
IDCJAC0010,66124,2007,9,11,21.5,1,Y
IDCJAC0010,66124,2007,9,12,22.1,1,Y
IDCJAC0010,66124,2007,9,13,22.6,1,Y
IDCJAC0010,66124,2007,9,14,28.2,1,Y
IDCJAC0010,66124,2007,9,15,21.5,1,Y
IDCJAC0010,66124,2007,9,16,23.2,1,Y
IDCJAC0010,66124,2007,9,17,18.9,1,Y
IDCJAC0010,66124,2007,9,18,19.3,1,Y
IDCJAC0010,66124,2007,9,19,26.1,1,Y
IDCJAC0010,66124,2007,9,20,19.7,1,Y
IDCJAC0010,66124,2007,9,21,19.1,1,Y
IDCJAC0010,66124,2007,9,22,16.9,1,Y
IDCJAC0010,66124,2007,9,23,20.1,1,Y
IDCJAC0010,66124,2007,9,24,27,1,Y
IDCJAC0010,66124,2007,9,25,23,1,Y
IDCJAC0010,66124,2007,9,26,21.6,1,Y
IDCJAC0010,66124,2007,9,27,28.3,1,Y
IDCJAC0010,66124,2007,9,28,28.6,1,Y
IDCJAC0010,66124,2007,9,29,22.8,1,Y
IDCJAC0010,66124,2007,9,30,26.1,1,Y
IDCJAC0010,66124,2007,10,1,30.1,1,Y
IDCJAC0010,66124,2007,10,2,30.1,1,Y
IDCJAC0010,66124,2007,10,3,35,1,Y
IDCJAC0010,66124,2007,10,4,24.8,1,Y
IDCJAC0010,66124,2007,10,5,28.1,1,Y
IDCJAC0010,66124,2007,10,6,31.8,1,Y
IDCJAC0010,66124,2007,10,7,22.8,1,Y
IDCJAC0010,66124,2007,10,8,21.5,1,Y
IDCJAC0010,66124,2007,10,9,20.7,1,Y
IDCJAC0010,66124,2007,10,10,23.1,1,Y
IDCJAC0010,66124,2007,10,11,31,1,Y
IDCJAC0010,66124,2007,10,12,21.4,1,Y
IDCJAC0010,66124,2007,10,13,20,1,Y
IDCJAC0010,66124,2007,10,14,26.8,1,Y
IDCJAC0010,66124,2007,10,15,32.2,1,Y
IDCJAC0010,66124,2007,10,16,33.2,1,Y
IDCJAC0010,66124,2007,10,17,18.5,1,Y
IDCJAC0010,66124,2007,10,18,23.8,1,Y
IDCJAC0010,66124,2007,10,19,31.5,1,Y
IDCJAC0010,66124,2007,10,20,27.5,1,Y
IDCJAC0010,66124,2007,10,21,32.7,1,Y
IDCJAC0010,66124,2007,10,22,34,1,Y
IDCJAC0010,66124,2007,10,23,24,1,Y
IDCJAC0010,66124,2007,10,24,20.2,1,Y
IDCJAC0010,66124,2007,10,25,22.2,1,Y
IDCJAC0010,66124,2007,10,26,24.2,1,Y
IDCJAC0010,66124,2007,10,27,27,1,Y
IDCJAC0010,66124,2007,10,28,30.8,1,Y
IDCJAC0010,66124,2007,10,29,32.5,1,Y
IDCJAC0010,66124,2007,10,30,28.8,1,Y
IDCJAC0010,66124,2007,10,31,25.5,1,Y
IDCJAC0010,66124,2007,11,1,24.5,1,Y
IDCJAC0010,66124,2007,11,2,25.8,1,Y
IDCJAC0010,66124,2007,11,3,21,1,Y
IDCJAC0010,66124,2007,11,4,25.7,1,Y
IDCJAC0010,66124,2007,11,5,18.5,1,Y
IDCJAC0010,66124,2007,11,6,19.6,1,Y
IDCJAC0010,66124,2007,11,7,17.9,1,Y
IDCJAC0010,66124,2007,11,8,19,1,Y
IDCJAC0010,66124,2007,11,9,19.3,1,Y
IDCJAC0010,66124,2007,11,10,23,1,Y
IDCJAC0010,66124,2007,11,11,23.9,1,Y
IDCJAC0010,66124,2007,11,12,26,1,Y
IDCJAC0010,66124,2007,11,13,25,1,Y
IDCJAC0010,66124,2007,11,14,32,1,Y
IDCJAC0010,66124,2007,11,15,26.1,1,Y
IDCJAC0010,66124,2007,11,16,27,1,Y
IDCJAC0010,66124,2007,11,17,30.8,1,Y
IDCJAC0010,66124,2007,11,18,29,1,Y
IDCJAC0010,66124,2007,11,19,29.5,1,Y
IDCJAC0010,66124,2007,11,20,28.2,1,Y
IDCJAC0010,66124,2007,11,21,29.6,1,Y
IDCJAC0010,66124,2007,11,22,21.9,1,Y
IDCJAC0010,66124,2007,11,23,22,1,Y
IDCJAC0010,66124,2007,11,24,23.2,1,Y
IDCJAC0010,66124,2007,11,25,27,1,Y
IDCJAC0010,66124,2007,11,26,26,1,Y
IDCJAC0010,66124,2007,11,27,23.7,1,Y
IDCJAC0010,66124,2007,11,28,27,1,Y
IDCJAC0010,66124,2007,11,29,26.6,1,Y
IDCJAC0010,66124,2007,11,30,25.4,1,Y
IDCJAC0010,66124,2007,12,1,21.4,1,Y
IDCJAC0010,66124,2007,12,2,25.2,1,Y
IDCJAC0010,66124,2007,12,3,28.7,1,Y
IDCJAC0010,66124,2007,12,4,28.4,1,Y
IDCJAC0010,66124,2007,12,5,23.4,1,Y
IDCJAC0010,66124,2007,12,6,26.2,1,Y
IDCJAC0010,66124,2007,12,7,28.3,1,Y
IDCJAC0010,66124,2007,12,8,23.8,1,Y
IDCJAC0010,66124,2007,12,9,31.3,1,Y
IDCJAC0010,66124,2007,12,10,23,1,Y
IDCJAC0010,66124,2007,12,11,20.3,1,Y
IDCJAC0010,66124,2007,12,12,22.8,1,Y
IDCJAC0010,66124,2007,12,13,22.8,1,Y
IDCJAC0010,66124,2007,12,14,25,1,Y
IDCJAC0010,66124,2007,12,15,32.1,1,Y
IDCJAC0010,66124,2007,12,16,25.4,1,Y
IDCJAC0010,66124,2007,12,17,24,1,Y
IDCJAC0010,66124,2007,12,18,22.7,1,Y
IDCJAC0010,66124,2007,12,19,24.7,1,Y
IDCJAC0010,66124,2007,12,20,25.5,1,Y
IDCJAC0010,66124,2007,12,21,32.3,1,Y
IDCJAC0010,66124,2007,12,22,28.3,1,Y
IDCJAC0010,66124,2007,12,23,23.1,1,Y
IDCJAC0010,66124,2007,12,24,24.1,1,Y
IDCJAC0010,66124,2007,12,25,20,1,Y
IDCJAC0010,66124,2007,12,26,25,1,Y
IDCJAC0010,66124,2007,12,27,26.2,1,Y
IDCJAC0010,66124,2007,12,28,27.8,1,Y
IDCJAC0010,66124,2007,12,29,29.8,1,Y
IDCJAC0010,66124,2007,12,30,28.4,1,Y
IDCJAC0010,66124,2007,12,31,27.7,1,Y
IDCJAC0010,66124,2008,1,1,27.7,1,Y
IDCJAC0010,66124,2008,1,2,28.3,1,Y
IDCJAC0010,66124,2008,1,3,26.3,1,Y
IDCJAC0010,66124,2008,1,4,25.2,1,Y
IDCJAC0010,66124,2008,1,5,24.3,1,Y
IDCJAC0010,66124,2008,1,6,32.8,1,Y
IDCJAC0010,66124,2008,1,7,26.6,1,Y
IDCJAC0010,66124,2008,1,8,24.6,1,Y
IDCJAC0010,66124,2008,1,9,27.6,1,Y
IDCJAC0010,66124,2008,1,10,28.3,1,Y
IDCJAC0010,66124,2008,1,11,30,1,Y
IDCJAC0010,66124,2008,1,12,30.5,1,Y
IDCJAC0010,66124,2008,1,13,36.1,1,Y
IDCJAC0010,66124,2008,1,14,20.8,1,Y
IDCJAC0010,66124,2008,1,15,27,1,Y
IDCJAC0010,66124,2008,1,16,34.2,1,Y
IDCJAC0010,66124,2008,1,17,22.2,1,Y
IDCJAC0010,66124,2008,1,18,22.1,1,Y
IDCJAC0010,66124,2008,1,19,24.1,1,Y
IDCJAC0010,66124,2008,1,20,29.8,1,Y
IDCJAC0010,66124,2008,1,21,22.5,1,Y
IDCJAC0010,66124,2008,1,22,23.7,1,Y
IDCJAC0010,66124,2008,1,23,24.5,1,Y
IDCJAC0010,66124,2008,1,24,26,1,Y
IDCJAC0010,66124,2008,1,25,25.5,1,Y
IDCJAC0010,66124,2008,1,26,27.4,1,Y
IDCJAC0010,66124,2008,1,27,30.8,1,Y
IDCJAC0010,66124,2008,1,28,27.7,1,Y
IDCJAC0010,66124,2008,1,29,30.7,1,Y
IDCJAC0010,66124,2008,1,30,32.5,1,Y
IDCJAC0010,66124,2008,1,31,32.8,1,Y
IDCJAC0010,66124,2008,2,1,22,1,Y
IDCJAC0010,66124,2008,2,2,26.1,1,Y
IDCJAC0010,66124,2008,2,3,24.8,1,Y
IDCJAC0010,66124,2008,2,4,22,1,Y
IDCJAC0010,66124,2008,2,5,25.1,1,Y
IDCJAC0010,66124,2008,2,6,30.2,1,Y
IDCJAC0010,66124,2008,2,7,25.5,1,Y
IDCJAC0010,66124,2008,2,8,20.3,1,Y
IDCJAC0010,66124,2008,2,9,21.9,1,Y
IDCJAC0010,66124,2008,2,10,22.9,1,Y
IDCJAC0010,66124,2008,2,11,24.2,1,Y
IDCJAC0010,66124,2008,2,12,27.9,1,Y
IDCJAC0010,66124,2008,2,13,22.4,1,Y
IDCJAC0010,66124,2008,2,14,23.7,1,Y
IDCJAC0010,66124,2008,2,15,23.5,1,Y
IDCJAC0010,66124,2008,2,16,23.7,1,Y
IDCJAC0010,66124,2008,2,17,23.6,1,Y
IDCJAC0010,66124,2008,2,18,24.5,1,Y
IDCJAC0010,66124,2008,2,19,25.7,1,Y
IDCJAC0010,66124,2008,2,20,28,1,Y
IDCJAC0010,66124,2008,2,21,26.4,1,Y
IDCJAC0010,66124,2008,2,22,30.6,1,Y
IDCJAC0010,66124,2008,2,23,27,1,Y
IDCJAC0010,66124,2008,2,24,29.3,1,Y
IDCJAC0010,66124,2008,2,25,23.7,1,Y
IDCJAC0010,66124,2008,2,26,29.2,1,Y
IDCJAC0010,66124,2008,2,27,27,1,Y
IDCJAC0010,66124,2008,2,28,19.8,1,Y
IDCJAC0010,66124,2008,2,29,20.3,1,Y
IDCJAC0010,66124,2008,3,1,21.8,1,Y
IDCJAC0010,66124,2008,3,2,22.7,1,Y
IDCJAC0010,66124,2008,3,3,25,1,Y
IDCJAC0010,66124,2008,3,4,30.2,1,Y
IDCJAC0010,66124,2008,3,5,25.5,1,Y
IDCJAC0010,66124,2008,3,6,31.5,1,Y
IDCJAC0010,66124,2008,3,7,25.8,1,Y
IDCJAC0010,66124,2008,3,8,24.2,1,Y
IDCJAC0010,66124,2008,3,9,25.1,1,Y
IDCJAC0010,66124,2008,3,10,27.7,1,Y
IDCJAC0010,66124,2008,3,11,29,1,Y
IDCJAC0010,66124,2008,3,12,29,1,Y
IDCJAC0010,66124,2008,3,13,27.8,1,Y
IDCJAC0010,66124,2008,3,14,28.3,1,Y
IDCJAC0010,66124,2008,3,15,30.4,1,Y
IDCJAC0010,66124,2008,3,16,27.7,1,Y
IDCJAC0010,66124,2008,3,17,27,1,Y
IDCJAC0010,66124,2008,3,18,30.2,1,Y
IDCJAC0010,66124,2008,3,19,26.6,1,Y
IDCJAC0010,66124,2008,3,20,31.3,1,Y
IDCJAC0010,66124,2008,3,21,18.7,1,Y
IDCJAC0010,66124,2008,3,22,22,1,Y
IDCJAC0010,66124,2008,3,23,24.4,1,Y
IDCJAC0010,66124,2008,3,24,27,1,Y
IDCJAC0010,66124,2008,3,25,27.1,1,Y
IDCJAC0010,66124,2008,3,26,26.7,1,Y
IDCJAC0010,66124,2008,3,27,23.6,1,Y
IDCJAC0010,66124,2008,3,28,20.7,1,Y
IDCJAC0010,66124,2008,3,29,25,1,Y
IDCJAC0010,66124,2008,3,30,26.2,1,Y
IDCJAC0010,66124,2008,3,31,25.5,1,Y
IDCJAC0010,66124,2008,4,1,25,1,Y
IDCJAC0010,66124,2008,4,2,29.2,1,Y
IDCJAC0010,66124,2008,4,3,21.7,1,Y
IDCJAC0010,66124,2008,4,4,22.2,1,Y
IDCJAC0010,66124,2008,4,5,23,1,Y
IDCJAC0010,66124,2008,4,6,22.3,1,Y
IDCJAC0010,66124,2008,4,7,22,1,Y
IDCJAC0010,66124,2008,4,8,21.6,1,Y
IDCJAC0010,66124,2008,4,9,21.6,1,Y
IDCJAC0010,66124,2008,4,10,23.8,1,Y
IDCJAC0010,66124,2008,4,11,24,1,Y
IDCJAC0010,66124,2008,4,12,24.8,1,Y
IDCJAC0010,66124,2008,4,13,22.9,1,Y
IDCJAC0010,66124,2008,4,14,19.4,1,Y
IDCJAC0010,66124,2008,4,15,19.4,1,Y
IDCJAC0010,66124,2008,4,16,19.1,1,Y
IDCJAC0010,66124,2008,4,17,20.2,1,Y
IDCJAC0010,66124,2008,4,18,18.5,1,Y
IDCJAC0010,66124,2008,4,19,20.2,1,Y
IDCJAC0010,66124,2008,4,20,19.8,1,Y
IDCJAC0010,66124,2008,4,21,18.4,1,Y
IDCJAC0010,66124,2008,4,22,18.7,1,Y
IDCJAC0010,66124,2008,4,23,17.3,1,Y
IDCJAC0010,66124,2008,4,24,20.2,1,Y
IDCJAC0010,66124,2008,4,25,20.5,1,Y
IDCJAC0010,66124,2008,4,26,24,1,Y
IDCJAC0010,66124,2008,4,27,25.7,1,Y
IDCJAC0010,66124,2008,4,28,17,1,Y
IDCJAC0010,66124,2008,4,29,19,1,Y
IDCJAC0010,66124,2008,4,30,20,1,Y
IDCJAC0010,66124,2008,5,1,18.6,1,Y
IDCJAC0010,66124,2008,5,2,21.7,1,Y
IDCJAC0010,66124,2008,5,3,20.7,1,Y
IDCJAC0010,66124,2008,5,4,20,1,Y
IDCJAC0010,66124,2008,5,5,22,1,Y
IDCJAC0010,66124,2008,5,6,23,1,Y
IDCJAC0010,66124,2008,5,7,22,1,Y
IDCJAC0010,66124,2008,5,8,22,1,Y
IDCJAC0010,66124,2008,5,9,21.6,1,Y
IDCJAC0010,66124,2008,5,10,21.8,1,Y
IDCJAC0010,66124,2008,5,11,19.3,1,Y
IDCJAC0010,66124,2008,5,12,20.5,1,Y
IDCJAC0010,66124,2008,5,13,20,1,Y
IDCJAC0010,66124,2008,5,14,21.8,1,Y
IDCJAC0010,66124,2008,5,15,23.8,1,Y
IDCJAC0010,66124,2008,5,16,23,1,Y
IDCJAC0010,66124,2008,5,17,21.2,1,Y
IDCJAC0010,66124,2008,5,18,17.7,1,Y
IDCJAC0010,66124,2008,5,19,20,1,Y
IDCJAC0010,66124,2008,5,20,21.6,1,Y
IDCJAC0010,66124,2008,5,21,20.2,1,Y
IDCJAC0010,66124,2008,5,22,20.1,1,Y
IDCJAC0010,66124,2008,5,23,18.6,1,Y
IDCJAC0010,66124,2008,5,24,19,1,Y
IDCJAC0010,66124,2008,5,25,19,1,Y
IDCJAC0010,66124,2008,5,26,22,1,Y
IDCJAC0010,66124,2008,5,27,22.3,1,Y
IDCJAC0010,66124,2008,5,28,19.1,1,Y
IDCJAC0010,66124,2008,5,29,19.1,1,Y
IDCJAC0010,66124,2008,5,30,19.9,1,Y
IDCJAC0010,66124,2008,5,31,20.1,1,Y
IDCJAC0010,66124,2008,6,1,18,1,Y
IDCJAC0010,66124,2008,6,2,17.5,1,Y
IDCJAC0010,66124,2008,6,3,16.2,1,Y
IDCJAC0010,66124,2008,6,4,16.8,1,Y
IDCJAC0010,66124,2008,6,5,15.5,1,Y
IDCJAC0010,66124,2008,6,6,17.8,1,Y
IDCJAC0010,66124,2008,6,7,18.1,1,Y
IDCJAC0010,66124,2008,6,8,17,1,Y
IDCJAC0010,66124,2008,6,9,17,1,Y
IDCJAC0010,66124,2008,6,10,19.6,1,Y
IDCJAC0010,66124,2008,6,11,20.7,1,Y
IDCJAC0010,66124,2008,6,12,21,1,Y
IDCJAC0010,66124,2008,6,13,21.6,1,Y
IDCJAC0010,66124,2008,6,14,16,1,Y
IDCJAC0010,66124,2008,6,15,16.7,1,Y
IDCJAC0010,66124,2008,6,16,17.6,1,Y
IDCJAC0010,66124,2008,6,17,19.2,1,Y
IDCJAC0010,66124,2008,6,18,19.6,1,Y
IDCJAC0010,66124,2008,6,19,20.6,1,Y
IDCJAC0010,66124,2008,6,20,17.6,1,Y
IDCJAC0010,66124,2008,6,21,18.8,1,Y
IDCJAC0010,66124,2008,6,22,17.3,1,Y
IDCJAC0010,66124,2008,6,23,17,1,Y
IDCJAC0010,66124,2008,6,24,18.7,1,Y
IDCJAC0010,66124,2008,6,25,19,1,Y
IDCJAC0010,66124,2008,6,26,20.4,1,Y
IDCJAC0010,66124,2008,6,27,19,1,Y
IDCJAC0010,66124,2008,6,28,19,1,Y
IDCJAC0010,66124,2008,6,29,20.3,1,Y
IDCJAC0010,66124,2008,6,30,22.2,1,Y
IDCJAC0010,66124,2008,7,1,20,1,Y
IDCJAC0010,66124,2008,7,2,18.9,1,Y
IDCJAC0010,66124,2008,7,3,17.8,1,Y
IDCJAC0010,66124,2008,7,4,17,1,Y
IDCJAC0010,66124,2008,7,5,18,1,Y
IDCJAC0010,66124,2008,7,6,19.5,1,Y
IDCJAC0010,66124,2008,7,7,19.2,1,Y
IDCJAC0010,66124,2008,7,8,17,1,Y
IDCJAC0010,66124,2008,7,9,14.8,1,Y
IDCJAC0010,66124,2008,7,10,16,1,Y
IDCJAC0010,66124,2008,7,11,16.6,1,Y
IDCJAC0010,66124,2008,7,12,16.4,1,Y
IDCJAC0010,66124,2008,7,13,17,1,Y
IDCJAC0010,66124,2008,7,14,22.1,1,Y
IDCJAC0010,66124,2008,7,15,20.2,1,Y
IDCJAC0010,66124,2008,7,16,20.2,1,Y
IDCJAC0010,66124,2008,7,17,18,1,Y
IDCJAC0010,66124,2008,7,18,18.9,1,Y
IDCJAC0010,66124,2008,7,19,17.7,1,Y
IDCJAC0010,66124,2008,7,20,19,1,Y
IDCJAC0010,66124,2008,7,21,17.1,1,Y
IDCJAC0010,66124,2008,7,22,14.8,1,Y
IDCJAC0010,66124,2008,7,23,15.5,1,Y
IDCJAC0010,66124,2008,7,24,14.8,1,Y
IDCJAC0010,66124,2008,7,25,14.3,1,Y
IDCJAC0010,66124,2008,7,26,16.9,1,Y
IDCJAC0010,66124,2008,7,27,16.8,1,Y
IDCJAC0010,66124,2008,7,28,13.2,1,Y
IDCJAC0010,66124,2008,7,29,15,1,Y
IDCJAC0010,66124,2008,7,30,17,1,Y
IDCJAC0010,66124,2008,7,31,19.7,1,Y
IDCJAC0010,66124,2008,8,1,20.5,1,Y
IDCJAC0010,66124,2008,8,2,17.1,1,Y
IDCJAC0010,66124,2008,8,3,18.3,1,Y
IDCJAC0010,66124,2008,8,4,17.2,1,Y
IDCJAC0010,66124,2008,8,5,17.3,1,Y
IDCJAC0010,66124,2008,8,6,15.4,1,Y
IDCJAC0010,66124,2008,8,7,18.3,1,Y
IDCJAC0010,66124,2008,8,8,18.2,1,Y
IDCJAC0010,66124,2008,8,9,17.3,1,Y
IDCJAC0010,66124,2008,8,10,15.3,1,Y
IDCJAC0010,66124,2008,8,11,15.4,1,Y
IDCJAC0010,66124,2008,8,12,16.7,1,Y
IDCJAC0010,66124,2008,8,13,17.5,1,Y
IDCJAC0010,66124,2008,8,14,18.3,1,Y
IDCJAC0010,66124,2008,8,15,19.5,1,Y
IDCJAC0010,66124,2008,8,16,19.1,1,Y
IDCJAC0010,66124,2008,8,17,16.8,1,Y
IDCJAC0010,66124,2008,8,18,15,1,Y
IDCJAC0010,66124,2008,8,19,17.9,1,Y
IDCJAC0010,66124,2008,8,20,19.7,1,Y
IDCJAC0010,66124,2008,8,21,20.4,1,Y
IDCJAC0010,66124,2008,8,22,,,
IDCJAC0010,66124,2008,8,23,15.1,1,N
IDCJAC0010,66124,2008,8,24,17.1,1,Y
IDCJAC0010,66124,2008,8,25,18.2,1,Y
IDCJAC0010,66124,2008,8,26,21.6,1,Y
IDCJAC0010,66124,2008,8,27,17.5,1,Y
IDCJAC0010,66124,2008,8,28,16.9,1,Y
IDCJAC0010,66124,2008,8,29,18.1,1,Y
IDCJAC0010,66124,2008,8,30,17.2,1,Y
IDCJAC0010,66124,2008,8,31,20.5,1,Y
IDCJAC0010,66124,2008,9,1,21.7,1,Y
IDCJAC0010,66124,2008,9,2,21,1,Y
IDCJAC0010,66124,2008,9,3,17.6,1,Y
IDCJAC0010,66124,2008,9,4,16.5,1,Y
IDCJAC0010,66124,2008,9,5,16,1,Y
IDCJAC0010,66124,2008,9,6,14.8,1,Y
IDCJAC0010,66124,2008,9,7,20,1,Y
IDCJAC0010,66124,2008,9,8,17,1,Y
IDCJAC0010,66124,2008,9,9,16.5,1,Y
IDCJAC0010,66124,2008,9,10,17.3,1,Y
IDCJAC0010,66124,2008,9,11,21,1,Y
IDCJAC0010,66124,2008,9,12,25.2,1,Y
IDCJAC0010,66124,2008,9,13,31.5,1,Y
IDCJAC0010,66124,2008,9,14,24,1,Y
IDCJAC0010,66124,2008,9,15,27.6,1,Y
IDCJAC0010,66124,2008,9,16,19.7,1,Y
IDCJAC0010,66124,2008,9,17,15.8,1,Y
IDCJAC0010,66124,2008,9,18,21.1,1,Y
IDCJAC0010,66124,2008,9,19,28,1,Y
IDCJAC0010,66124,2008,9,20,32.7,1,Y
IDCJAC0010,66124,2008,9,21,25,1,Y
IDCJAC0010,66124,2008,9,22,30.4,1,Y
IDCJAC0010,66124,2008,9,23,17,1,Y
IDCJAC0010,66124,2008,9,24,19.7,1,Y
IDCJAC0010,66124,2008,9,25,20.2,1,Y
IDCJAC0010,66124,2008,9,26,26.8,1,Y
IDCJAC0010,66124,2008,9,27,29.2,1,Y
IDCJAC0010,66124,2008,9,28,33.1,1,Y
IDCJAC0010,66124,2008,9,29,22,1,Y
IDCJAC0010,66124,2008,9,30,21.8,1,Y
