1,2
1,2
1,2
2,4
4,8
1,2
1,2
9,20
2,4
2,4
1,2
5,10
1,2
3,6
3,6
3,7
1,2
2,4
1,2
2,4
3,6
3,6
5,10
6,12
1,2
2,4
1,2
2,4
7,16
3,7
3,6
3,6
4,8
3,6
1,2
3,7
1,2
2,4
4,8
4,8
2,4
5,10
3,7
3,6
1,2
1,2
2,4
2,4
3,6
3,6
2,4
1,2
4,8
2,4
2,4
2,4
1,2
6,12
1,2
3,6
3,6
2,4
5,10
6,12
1,2
3,7
4,8
3,7
2,4
3,6
3,6
3,6
1,2
6,13
4,8
1,2
1,2
1,2
2,4
2,4
1,2
2,4
2,4
9,18
1,2
1,2
2,4
1,2
1,2
2,4
1,2
4,8
2,4
3,6
1,2
4,8
8,18
4,9
3,6
6,13
2,4
1,2
2,4
5,12
1,2
2,4
3,6
1,2
5,11
2,4
1,2
4,8
3,6
1,2
1,2
3,6
2,4
1,2
1,2
2,4
2,4
1,2
3,7
2,4
1,2
1,2
3,6
3,6
2,4
1,2
2,4
1,2
2,4
12,25
2,4
1,2
2,4
1,2
1,2
5,10
3,6
10,24
4,9
5,11
2,4
1,2
5,12
3,7
3,7
4,8
3,7
3,6
2,4
2,4
1,2
3,6
3,6
