13,13
6,6
12,12
5,5
12,12
13,13
11,11
26,26
12,12
6,6
26,26
2,2
11,11
11,11
19,19
22,23
21,21
7,7
7,7
3,3
6,6
7,7
15,15
7,7
2,2
7,7
15,15
12,12
10,11
11,11
2,2
12,12
3,3
15,15
2,2
9,9
15,15
11,11
24,24
11,11
17,18
8,8
9,9
16,17
10,10
12,12
5,5
5,5
9,9
13,13
19,19
5,5
13,13
9,9
7,7
5,5
4,4
23,23
1,1
5,5
3,3
6,6
14,14
11,12
24,24
10,10
6,6
10,10
21,22
12,12
4,4
29,31
15,15
17,18
11,11
9,9
12,13
18,18
11,11
16,16
13,13
13,13
18,18
12,12
2,2
9,9
2,2
11,11
17,17
18,18
11,11
2,2
5,5
12,12
12,12
11,12
3,3
9,9
7,7
5,5
34,35
8,8
30,30
19,19
9,9
11,12
16,16
30,31
33,34
6,6
36,36
14,14
11,11
15,15
12,13
12,13
10,11
13,13
13,13
6,6
9,9
36,36
12,12
29,29
9,9
35,35
11,11
7,7
13,13
7,7
27,27
6,6
9,9
7,7
25,25
10,10
2,2
4,4
8,8
8,8
16,17
6,6
33,35
6,6
6,6
9,9
4,4
16,16
8,8
9,9
34,35
15,15
6,6
8,8
12,12
6,6
22,22
19,19
12,13
9,9
17,17
29,30
4,4
5,5
19,21
13,13
18,18
22,22
10,11
13,13
14,14
9,9
5,5
11,11
6,6
28,29
22,22
18,18
13,13
10,10
10,10
7,7
11,11
18,19
12,13
6,6
10,10
6,6
15,15
12,12
36,36
12,12
13,13
14,14
12,12
21,21
10,10
2,2
13,13
23,23
7,7
4,4
20,20
14,14
6,6
12,12
10,11
13,13
5,5
5,5
10,10
10,11
11,11
12,12
4,4
9,9
12,12
10,11
8,8
15,15
12,12
31,33
11,11
2,2
27,27
7,7
13,14
13,13
5,5
17,17
31,31
13,13
4,4
36,36
10,11
11,11
11,11
10,10
8,8
14,14
13,13
12,13
13,13
12,12
4,4
7,7
18,18
9,9
28,28
28,28
12,13
8,8
4,4
23,25
10,11
13,14
13,14
13,13
27,28
30,30
19,19
17,18
11,12
12,12
7,7
13,13
6,6
2,2
10,10
2,2
12,12
6,6
22,22
2,2
4,4
6,6
2,2
22,24
4,4
2,2
16,16
11,11
3,3
6,6
9,9
25,25
24,24
17,17
6,6
30,30
12,12
25,25
18,18
7,7
13,13
9,9
17,18
7,7
5,5
11,11
2,2
11,11
23,23
12,12
28,28
32,32
7,7
10,11
30,31
15,16
25,27
6,6
7,7
11,11
6,6
13,14
15,15
3,3
3,3
3,3
29,29
12,12
9,9
12,12
14,14
21,21
2,2
24,24
17,17
4,4
11,11
5,5
12,12
6,6
35,35
8,8
12,12
3,3
31,32
10,10
3,3
12,12
3,3
13,13
6,6
16,16
10,10
19,19
4,4
11,11
6,6
1,1
17,17
5,5
13,13
10,10
1,1
5,5
5,5
30,32
12,12
34,34
3,3
11,11
24,24
6,6
23,23
17,17
18,18
12,13
5,5
1,1
25,25
6,6
9,9
17,17
24,24
10,10
3,3
8,8
3,3
16,16
4,4
5,5
6,6
12,12
4,4
10,10
12,12
10,10
17,17
3,3
13,13
23,24
12,12
3,3
5,5
10,10
12,12
5,5
23,25
7,7
7,7
4,4
12,12
11,12
6,6
10,10
6,6
11,11
10,10
20,20
12,12
34,34
9,9
15,15
6,6
7,7
10,11
12,13
11,11
10,10
31,31
13,13
11,11
13,14
24,24
30,30
11,11
12,12
7,7
10,10
12,13
8,8
6,6
9,9
20,20
6,6
10,10
7,7
18,19
3,3
13,13
29,29
13,13
15,16
7,7
12,12
3,3
3,3
6,6
13,13
11,11
30,33
28,28
18,18
17,17
13,13
10,11
9,9
4,4
10,10
6,6
2,2
5,5
12,12
12,13
6,6
8,8
10,10
10,10
11,12
13,13
13,13
5,5
7,7
7,7
23,24
8,8
2,2
7,7
7,7
22,22
12,12
6,6
19,19
33,33
6,6
10,10
18,18
2,2
34,34
10,10
12,12
11,12
10,10
28,29
6,6
11,11
15,15
11,11
11,11
15,15
4,4
23,23
7,7
7,7
12,12
11,11
5,5
29,29
9,9
10,10
11,11
2,2
13,13
10,10
13,13
8,8
11,11
33,33
9,9
3,3
23,23
4,4
6,6
10,10
15,15
4,4
13,13
30,30
30,30
30,30
12,12
5,5
8,8
2,2
28,28
11,12
10,10
