8,9
5,6
6,7
8,9
13,15
5,6
5,6
5,6
9,11
9,11
10,12
5,6
6,7
8,9
5,6
5,6
8,9
24,27
6,7
6,7
5,6
7,8
6,7
6,7
9,10
11,13
27,31
9,10
7,8
5,6
26,30
15,17
9,10
10,12
16,19
31,35
10,12
12,14
10,12
17,19
8,9
7,8
5,6
6,7
9,10
5,6
16,18
8,9
7,8
9,11
9,10
13,16
6,7
11,13
9,11
11,13
5,6
5,6
5,6
5,6
9,10
18,21
18,21
7,8
7,8
6,7
15,17
5,6
9,10
9,10
5,6
5,6
9,10
9,10
6,7
6,7
9,10
8,9
18,20
29,33
6,7
18,20
14,16
8,9
5,6
6,7
5,6
6,7
11,13
8,9
16,18
15,18
5,6
8,9
28,34
8,9
11,13
6,7
11,13
30,34
5,6
8,9
10,12
11,13
9,11
8,9
16,18
5,6
7,8
9,11
9,11
5,6
8,9
5,6
16,18
26,30
23,26
7,8
6,7
5,6
5,6
7,8
6,7
7,8
8,9
15,17
9,11
11,13
25,28
7,8
6,7
5,6
6,7
6,7
14,16
9,11
15,17
9,10
5,6
12,14
8,9
10,12
7,8
7,8
9,11
28,32
13,16
5,6
7,8
8,9
17,19
9,10
7,8
8,9
13,15
9,10
5,6
10,12
16,18
14,16
27,30
10,12
9,10
27,31
6,7
15,17
5,6
8,9
7,8
7,8
9,11
9,11
9,10
10,12
14,16
5,6
15,18
11,13
7,8
9,10
7,8
15,17
14,16
14,16
14,16
8,9
8,9
7,8
8,9
9,10
7,8
15,17
9,10
8,9
16,19
5,6
11,13
9,10
10,12
7,8
9,11
22,25
11,13
8,9
5,6
8,9
8,9
10,12
7,8
7,8
13,15
10,12
5,6
9,10
8,9
6,7
11,13
6,7
6,7
6,7
5,6
6,7
9,10
10,12
12,14
12,14
7,8
10,12
6,7
8,9
5,6
9,10
6,7
27,33
8,9
21,25
6,7
6,7
11,13
14,17
9,11
10,12
20,23
18,20
16,18
11,13
10,12
11,13
6,7
10,12
7,8
9,11
5,6
14,17
13,16
8,9
5,6
9,10
7,8
9,11
6,7
10,12
5,6
9,10
17,21
6,7
5,6
31,35
9,11
9,11
5,6
8,9
9,10
7,8
6,7
17,19
10,12
5,6
9,10
6,7
11,13
13,15
8,9
7,8
6,7
11,13
6,7
21,24
6,7
15,18
6,7
6,7
18,20
9,10
6,7
9,10
6,7
9,11
10,12
11,13
6,7
5,6
9,11
6,7
14,17
16,18
7,8
16,18
6,7
24,28
8,9
8,9
9,10
8,9
28,32
12,14
7,8
7,8
6,7
18,21
6,7
9,10
13,15
5,6
8,9
6,7
9,10
6,7
6,7
29,33
9,10
11,13
7,8
12,14
24,28
9,10
5,6
14,16
5,6
9,11
5,6
11,13
5,6
18,20
10,12
6,7
15,17
7,8
9,11
7,8
7,8
11,13
17,21
9,11
6,7
22,25
9,10
31,36
8,9
16,19
12,14
6,7
7,8
9,11
26,31
7,8
23,26
9,10
9,11
5,6
13,15
8,9
8,9
11,13
18,20
5,6
5,6
5,6
21,26
6,7
7,8
10,12
20,23
11,13
10,12
16,18
9,10
9,10
5,6
11,13
5,6
6,7
5,6
5,6
10,12
12,14
32,36
9,11
12,14
5,6
9,11
5,6
11,13
8,9
5,6
5,6
21,25
5,6
7,8
14,16
5,6
8,9
30,35
8,9
8,9
14,17
8,9
6,7
9,10
9,11
7,8
6,7
10,12
7,8
7,8
31,35
9,11
21,25
7,8
9,11
10,12
6,7
6,7
10,12
6,7
17,20
8,9
27,32
10,12
10,12
10,12
24,27
7,8
8,9
5,6
8,9
9,11
18,21
11,13
5,6
11,13
8,9
6,7
6,7
8,9
24,27
7,8
9,10
9,10
5,6
9,10
15,17
8,9
5,6
6,7
9,10
6,7
9,10
19,22
5,6
10,12
5,6
9,10
9,11
13,16
10,12
6,7
6,7
15,17
15,17
15,17
21,24
8,9
5,6
9,10
9,10
9,10
6,7
22,26
14,16
11,13
12,14
21,25
20,23
11,13
7,8
8,9
5,6
15,18
31,36
8,9
8,9
29,35
17,19
5,6
5,6
16,18
5,6
6,7
17,19
8,9
22,25
9,10
6,7
9,11
15,17
7,8
6,7
20,23
14,16
5,6
7,8
5,6
10,12
7,8
6,7
11,13
6,7
13,16
9,11
12,14
11,13
11,13
16,18
27,31
5,6
27,30
7,8
9,10
13,16
13,15
6,7
17,19
9,10
6,7
12,14
13,15
6,7
16,18
9,11
9,11
15,18
15,17
11,13
21,24
15,17
6,7
9,10
6,7
6,7
7,8
6,7
6,7
5,6
5,6
5,6
6,7
5,6
5,6
11,13
9,10
6,7
8,9
9,10
5,6
6,7
15,17
7,8
16,18
10,12
5,6
17,19
20,23
9,10
7,8
6,7
14,16
9,11
9,11
5,6
6,7
10,12
11,13
9,10
16,18
6,7
5,6
5,6
5,6
8,9
10,12
30,34
17,19
10,12
6,7
9,11
8,9
11,13
5,6
7,8
12,14
11,13
7,8
9,11
6,7
10,12
9,11
7,8
11,13
8,9
